Privacy,Public Transportation,Iran,tick,user
-4.136917065329784,1.5270626832373821,6.6528682151684215,0.0,0.0
6.318990961985126,9.424491224904447,6.629672319602431,0.0,1.0
1.4158310691002018,-5.482686314966784,8.71816175565608,0.0,2.0
8.29865320844728,-1.024760920914181,6.842725634356881,0.0,3.0
2.5429247760074425,1.8918292960809495,-0.43428434693893614,0.0,4.0
-4.046493143714789,-2.5535220488437798,6.102411380581021,0.0,5.0
-8.161346517989916,5.819486739048003,-2.443201435080285,0.0,6.0
-6.655046211611076,-9.889330383559727,6.339854872272962,0.0,7.0
2.940536361109963,-3.328078336154907,-1.2584650725122764,0.0,8.0
0.924486825163843,-6.453708694250244,-6.925892915826215,0.0,9.0
6.988626709037412,-8.118515068846545,-7.051247618643018,0.0,10.0
-9.223948223762108,5.924836206860462,1.2370259636366931,0.0,11.0
1.2047046492418083,6.475249596539786,1.5418419785740909,0.0,12.0
7.5913688749019705,-9.475079053708813,-3.1315416377771648,0.0,13.0
5.794110573469315,4.009143528197406,-6.490177803072086,0.0,14.0
7.1218795123519705,-1.109371247353561,5.541163771902459,0.0,15.0
-0.6252823816706545,-7.734082815752618,1.6569626438203429,0.0,16.0
-8.800272612959766,-6.66559392665304,1.9793631659019173,0.0,17.0
1.5582455503219013,-8.406901295870188,-8.354392379666644,0.0,18.0
-7.934699446543572,-7.592833132426373,-4.508517989215022,0.0,19.0
-0.1196814592493105,9.834687582047927,0.7720141074202438,0.0,20.0
-8.043548230388158,-2.5721396561399867,-8.027996855466245,0.0,21.0
-0.6559013233599593,-8.751338145812646,-0.006924986763952035,0.0,22.0
-6.768182643169984,4.680603778693467,8.291925078319913,0.0,23.0
-2.1136002873261717,3.437453494756504,-8.446495721378874,0.0,24.0
8.251851734138654,-9.154404818255431,-6.436326816803863,0.0,25.0
-6.963007094607645,-4.169913017672247,-2.7623960409043224,0.0,26.0
2.231771417794736,0.9960281222012508,-6.785018887112151,0.0,27.0
0.222612035050334,1.4706147345588256,8.946746402040503,0.0,28.0
-1.4177040899155013,8.335003763731986,9.320560976126451,0.0,29.0
-9.67379299855544,-4.517770721442589,-4.4311008018509686,0.0,30.0
7.477789340205671,-3.1827422710557247,-7.125469088447525,0.0,31.0
7.823755310879676,7.6233497345620655,7.995112535584848,0.0,32.0
8.038802533074676,-2.259289715711983,2.261031362587122,0.0,33.0
-3.433060579033162,-1.9990682219747224,-5.72094645578227,0.0,34.0
-8.177631654044482,-6.079124830021334,-0.6604142765673515,0.0,35.0
-2.2069404143544347,8.259599529481491,-3.948832481080398,0.0,36.0
7.316293755721407,-0.6054432399134502,2.04105809601443,0.0,37.0
-8.26197328432543,-6.5771120589636904,6.597852589786086,0.0,38.0
9.23902121308653,7.967635437614447,-6.661574208132426,0.0,39.0
8.36283001426282,-3.2679471776554303,-0.9603857464947936,0.0,40.0
3.2248196534822533,-2.478346810186327,-0.6816985035059844,0.0,41.0
-2.0900764145963198,-0.4015621916667058,9.941406968987039,0.0,42.0
-0.2601588048861032,2.893280460300872,-0.3951782112992177,0.0,43.0
4.4237769614778415,-3.046062325533267,5.805668052869649,0.0,44.0
5.004987987490209,-0.9807690057484244,3.4150104918047717,0.0,45.0
