user,topic,tick
6,topic,0
23,topic,0
24,topic,0
27,topic,0
42,topic,0
47,topic,0
51,topic,0
55,topic,0
63,topic,0
78,topic,0
93,topic,0
99,topic,0
29,topic,1
31,topic,1
44,topic,1
51,topic,1
58,topic,1
89,topic,1
14,topic,2
16,topic,2
18,topic,2
25,topic,2
27,topic,2
71,topic,2
72,topic,2
81,topic,2
83,topic,2
21,topic,3
42,topic,3
49,topic,3
52,topic,3
66,topic,3
72,topic,3
94,topic,3
5,topic,4
18,topic,4
23,topic,4
24,topic,4
49,topic,4
52,topic,4
68,topic,4
69,topic,4
79,topic,4
7,topic,5
16,topic,5
20,topic,5
24,topic,5
30,topic,5
36,topic,5
40,topic,5
44,topic,5
45,topic,5
49,topic,5
51,topic,5
5,topic,6
19,topic,6
22,topic,6
47,topic,6
50,topic,6
51,topic,6
73,topic,6
78,topic,6
95,topic,6
13,topic,7
35,topic,7
58,topic,7
60,topic,7
79,topic,7
84,topic,7
92,topic,7
4,topic,8
6,topic,8
21,topic,8
45,topic,8
74,topic,8
76,topic,8
85,topic,8
86,topic,8
97,topic,8
6,topic,9
7,topic,9
12,topic,9
26,topic,9
35,topic,9
44,topic,9
61,topic,9
67,topic,9
85,topic,9
4,topic,10
35,topic,10
48,topic,10
49,topic,10
68,topic,10
5,topic,11
8,topic,11
20,topic,11
39,topic,11
46,topic,11
63,topic,11
68,topic,11
72,topic,11
75,topic,11
79,topic,11
88,topic,11
93,topic,11
94,topic,11
5,topic,12
12,topic,12
15,topic,12
16,topic,12
20,topic,12
31,topic,12
36,topic,12
54,topic,12
57,topic,12
58,topic,12
64,topic,12
68,topic,12
70,topic,12
72,topic,12
78,topic,12
80,topic,12
1,topic,13
10,topic,13
17,topic,13
31,topic,13
74,topic,13
87,topic,13
96,topic,13
97,topic,13
3,topic,14
17,topic,14
18,topic,14
22,topic,14
31,topic,14
45,topic,14
50,topic,14
57,topic,14
73,topic,14
75,topic,14
77,topic,14
86,topic,14
6,topic,15
13,topic,15
19,topic,15
20,topic,15
32,topic,15
33,topic,15
46,topic,15
47,topic,15
74,topic,15
80,topic,15
90,topic,15
97,topic,15
9,topic,16
12,topic,16
16,topic,16
18,topic,16
19,topic,16
24,topic,16
28,topic,16
45,topic,16
94,topic,16
8,topic,17
12,topic,17
24,topic,17
29,topic,17
31,topic,17
42,topic,17
45,topic,17
58,topic,17
96,topic,17
4,topic,18
8,topic,18
24,topic,18
31,topic,18
51,topic,18
77,topic,18
84,topic,18
89,topic,18
19,topic,19
28,topic,19
33,topic,19
36,topic,19
42,topic,19
52,topic,19
56,topic,19
67,topic,19
86,topic,19
87,topic,19
88,topic,19
3,topic,20
9,topic,20
26,topic,20
39,topic,20
62,topic,20
75,topic,20
76,topic,20
83,topic,20
84,topic,20
2,topic,21
14,topic,21
20,topic,21
27,topic,21
29,topic,21
30,topic,21
39,topic,21
41,topic,21
42,topic,21
50,topic,21
94,topic,21
14,topic,22
16,topic,22
23,topic,22
31,topic,22
32,topic,22
38,topic,22
51,topic,22
56,topic,22
62,topic,22
70,topic,22
82,topic,22
89,topic,22
28,topic,23
40,topic,23
54,topic,23
95,topic,23
99,topic,23
13,topic,24
37,topic,24
59,topic,24
60,topic,24
72,topic,24
77,topic,24
80,topic,24
89,topic,24
92,topic,24
93,topic,24
98,topic,24
36,topic,25
