user,topic,tick
19,topic,0
29,topic,0
46,topic,0
59,topic,0
63,topic,0
64,topic,0
77,topic,0
79,topic,0
88,topic,0
5,topic,1
22,topic,1
26,topic,1
34,topic,1
38,topic,1
62,topic,1
63,topic,1
65,topic,1
66,topic,1
98,topic,1
10,topic,2
29,topic,2
32,topic,2
47,topic,2
59,topic,2
60,topic,2
68,topic,2
94,topic,2
2,topic,3
3,topic,3
4,topic,3
6,topic,3
10,topic,3
11,topic,3
20,topic,3
21,topic,3
34,topic,3
38,topic,3
40,topic,3
53,topic,3
59,topic,3
69,topic,3
75,topic,3
7,topic,4
12,topic,4
15,topic,4
32,topic,4
34,topic,4
38,topic,4
71,topic,4
75,topic,4
81,topic,4
86,topic,4
97,topic,4
5,topic,5
8,topic,5
29,topic,5
49,topic,5
62,topic,5
69,topic,5
73,topic,5
81,topic,5
87,topic,5
98,topic,5
3,topic,6
45,topic,6
58,topic,6
70,topic,6
74,topic,6
6,topic,7
12,topic,7
24,topic,7
49,topic,7
69,topic,7
73,topic,7
85,topic,7
90,topic,7
95,topic,7
9,topic,8
13,topic,8
21,topic,8
24,topic,8
34,topic,8
47,topic,8
76,topic,8
83,topic,8
22,topic,9
36,topic,9
64,topic,9
66,topic,9
70,topic,9
92,topic,9
15,topic,10
23,topic,10
25,topic,10
39,topic,10
63,topic,10
64,topic,10
65,topic,10
93,topic,10
18,topic,11
27,topic,11
45,topic,11
48,topic,11
55,topic,11
56,topic,11
72,topic,11
86,topic,11
89,topic,11
15,topic,12
19,topic,12
25,topic,12
64,topic,12
66,topic,12
90,topic,12
97,topic,12
17,topic,13
32,topic,13
40,topic,13
49,topic,13
58,topic,13
63,topic,13
67,topic,13
31,topic,14
41,topic,14
45,topic,14
54,topic,14
62,topic,14
69,topic,14
79,topic,14
94,topic,14
33,topic,15
45,topic,15
50,topic,15
62,topic,15
67,topic,15
95,topic,15
97,topic,15
17,topic,16
23,topic,16
33,topic,16
88,topic,16
90,topic,16
95,topic,16
99,topic,16
1,topic,17
8,topic,17
14,topic,17
25,topic,17
27,topic,17
32,topic,17
70,topic,17
71,topic,17
73,topic,17
96,topic,17
18,topic,18
22,topic,18
32,topic,18
38,topic,18
43,topic,18
49,topic,18
78,topic,18
21,topic,19
24,topic,19
28,topic,19
32,topic,19
34,topic,19
35,topic,19
43,topic,19
51,topic,19
54,topic,19
55,topic,19
57,topic,19
76,topic,19
77,topic,19
83,topic,19
94,topic,19
7,topic,20
23,topic,20
27,topic,20
29,topic,20
31,topic,20
32,topic,20
33,topic,20
38,topic,20
57,topic,20
58,topic,20
71,topic,20
77,topic,20
78,topic,20
84,topic,20
85,topic,20
91,topic,20
99,topic,20
1,topic,21
3,topic,21
20,topic,21
21,topic,21
44,topic,21
61,topic,21
68,topic,21
74,topic,21
83,topic,21
98,topic,21
0,topic,22
1,topic,22
4,topic,22
6,topic,22
30,topic,22
36,topic,22
38,topic,22
47,topic,22
86,topic,22
91,topic,22
98,topic,22
3,topic,23
7,topic,23
12,topic,23
26,topic,23
38,topic,23
51,topic,23
63,topic,23
67,topic,23
89,topic,23
95,topic,23
98,topic,23
0,topic,24
23,topic,24
36,topic,24
57,topic,24
69,topic,24
80,topic,24
4,topic,25
12,topic,25
30,topic,25
50,topic,25
63,topic,25
90,topic,25
94,topic,25
96,topic,25
99,topic,25
4,topic,26
5,topic,26
29,topic,26
58,topic,26
63,topic,26
67,topic,26
1,topic,27
2,topic,27
3,topic,27
16,topic,27
23,topic,27
57,topic,27
62,topic,27
73,topic,27
79,topic,27
85,topic,27
93,topic,27
20,topic,28
27,topic,28
38,topic,28
39,topic,28
