user,topic,tick
0,topic,0
5,topic,0
16,topic,0
58,topic,0
61,topic,0
72,topic,0
75,topic,0
95,topic,0
98,topic,0
26,topic,1
30,topic,1
48,topic,1
52,topic,1
63,topic,1
64,topic,1
69,topic,1
88,topic,1
93,topic,1
11,topic,2
26,topic,2
29,topic,2
30,topic,2
33,topic,2
37,topic,2
55,topic,2
56,topic,2
76,topic,2
95,topic,2
97,topic,2
98,topic,2
2,topic,3
8,topic,3
28,topic,3
49,topic,3
78,topic,3
81,topic,3
84,topic,3
99,topic,3
17,topic,4
52,topic,4
58,topic,4
71,topic,4
77,topic,4
84,topic,4
88,topic,4
99,topic,4
3,topic,5
35,topic,5
45,topic,5
73,topic,5
78,topic,5
97,topic,5
1,topic,6
4,topic,6
5,topic,6
10,topic,6
15,topic,6
32,topic,6
41,topic,6
52,topic,6
61,topic,6
69,topic,6
76,topic,6
83,topic,6
95,topic,6
17,topic,7
46,topic,7
52,topic,7
54,topic,7
58,topic,7
69,topic,7
87,topic,7
89,topic,7
3,topic,8
7,topic,8
13,topic,8
15,topic,8
27,topic,8
41,topic,8
61,topic,8
62,topic,8
66,topic,8
68,topic,8
81,topic,8
93,topic,8
4,topic,9
5,topic,9
9,topic,9
10,topic,9
17,topic,9
32,topic,9
36,topic,9
52,topic,9
89,topic,9
91,topic,9
95,topic,9
7,topic,10
11,topic,10
14,topic,10
26,topic,10
37,topic,10
40,topic,10
41,topic,10
46,topic,10
48,topic,10
52,topic,10
57,topic,10
59,topic,10
76,topic,10
82,topic,10
93,topic,10
12,topic,11
17,topic,11
40,topic,11
42,topic,11
62,topic,11
67,topic,11
84,topic,11
88,topic,11
90,topic,11
91,topic,11
6,topic,12
9,topic,12
37,topic,12
52,topic,12
78,topic,12
89,topic,12
92,topic,12
0,topic,13
26,topic,13
29,topic,13
38,topic,13
41,topic,13
46,topic,13
50,topic,13
55,topic,13
61,topic,13
72,topic,13
75,topic,13
3,topic,14
18,topic,14
19,topic,14
50,topic,14
57,topic,14
62,topic,14
76,topic,14
84,topic,14
4,topic,15
17,topic,15
27,topic,15
29,topic,15
46,topic,15
47,topic,15
57,topic,15
58,topic,15
64,topic,15
69,topic,15
87,topic,15
11,topic,16
29,topic,16
36,topic,16
43,topic,16
50,topic,16
69,topic,16
76,topic,16
9,topic,17
11,topic,17
36,topic,17
47,topic,17
56,topic,17
70,topic,17
77,topic,17
80,topic,17
81,topic,17
84,topic,17
91,topic,17
97,topic,17
98,topic,17
2,topic,18
7,topic,18
17,topic,18
39,topic,18
54,topic,18
60,topic,18
64,topic,18
80,topic,18
98,topic,18
3,topic,19
11,topic,19
12,topic,19
16,topic,19
24,topic,19
49,topic,19
50,topic,19
63,topic,19
69,topic,19
73,topic,19
94,topic,19
22,topic,20
26,topic,20
28,topic,20
34,topic,20
53,topic,20
55,topic,20
58,topic,20
62,topic,20
71,topic,20
83,topic,20
2,topic,21
13,topic,21
16,topic,21
32,topic,21
40,topic,21
51,topic,21
56,topic,21
70,topic,21
77,topic,21
9,topic,22
44,topic,22
46,topic,22
60,topic,22
61,topic,22
65,topic,22
4,topic,23
11,topic,23
13,topic,23
36,topic,23
38,topic,23
50,topic,23
51,topic,23
55,topic,23
56,topic,23
59,topic,23
65,topic,23
80,topic,23
83,topic,23
87,topic,23
97,topic,23
9,topic,24
12,topic,24
23,topic,24
26,topic,24
27,topic,24
55,topic,24
67,topic,24
81,topic,24
31,topic,25
34,topic,25
35,topic,25
62,topic,25
68,topic,25
77,topic,25
80,topic,25
83,topic,25
87,topic,25
89,topic,25
95,topic,25
96,topic,25
97,topic,25
18,topic,26
41,topic,26
43,topic,26
46,topic,26
48,topic,26
51,topic,26
75,topic,26
84,topic,26
86,topic,26
11,topic,27
13,topic,27
33,topic,27
42,topic,27
46,topic,27
53,topic,27
74,topic,27
76,topic,27
83,topic,27
84,topic,27
85,topic,27
95,topic,27
97,topic,27
5,topic,28
8,topic,28
16,topic,28
21,topic,28
23,topic,28
31,topic,28
33,topic,28
38,topic,28
48,topic,28
50,topic,28
58,topic,28
63,topic,28
65,topic,28
71,topic,28
77,topic,28
79,topic,28
99,topic,28
5,topic,29
8,topic,29
18,topic,29
31,topic,29
33,topic,29
41,topic,29
46,topic,29
53,topic,29
55,topic,29
63,topic,29
78,topic,29
98,topic,29
5,topic,30
13,topic,30
26,topic,30
29,topic,30
30,topic,30
35,topic,30
52,topic,30
64,topic,30
78,topic,30
85,topic,30
14,topic,31
21,topic,31
26,topic,31
29,topic,31
38,topic,31
41,topic,31
63,topic,31
71,topic,31
76,topic,31
97,topic,31
2,topic,32
3,topic,32
10,topic,32
23,topic,32
31,topic,32
34,topic,32
43,topic,32
52,topic,32
61,topic,32
66,topic,32
68,topic,32
99,topic,32
35,topic,33
41,topic,33
44,topic,33
45,topic,33
78,topic,33
83,topic,33
7,topic,34
40,topic,34
42,topic,34
48,topic,34
77,topic,34
89,topic,34
97,topic,34
4,topic,35
8,topic,35
52,topic,35
66,topic,35
67,topic,35
91,topic,35
6,topic,36
14,topic,36
18,topic,36
25,topic,36
29,topic,36
5,topic,37
6,topic,37
16,topic,37
25,topic,37
35,topic,37
39,topic,37
44,topic,37
48,topic,37
50,topic,37
56,topic,37
58,topic,37
65,topic,37
98,topic,37
3,topic,38
16,topic,38
17,topic,38
41,topic,38
54,topic,38
67,topic,38
68,topic,38
73,topic,38
97,topic,38
0,topic,39
8,topic,39
33,topic,39
35,topic,39
60,topic,39
64,topic,39
66,topic,39
67,topic,39
69,topic,39
70,topic,39
80,topic,39
83,topic,39
5,topic,40
12,topic,40
21,topic,40
22,topic,40
33,topic,40
34,topic,40
35,topic,40
44,topic,40
49,topic,40
53,topic,40
71,topic,40
81,topic,40
84,topic,40
93,topic,40
4,topic,41
6,topic,41
8,topic,41
9,topic,41
11,topic,41
19,topic,41
28,topic,41
86,topic,41
92,topic,41
99,topic,41
2,topic,42
18,topic,42
23,topic,42
35,topic,42
38,topic,42
59,topic,42
70,topic,42
97,topic,42
98,topic,42
0,topic,43
2,topic,43
29,topic,43
31,topic,43
75,topic,43
88,topic,43
0,topic,44
8,topic,44
11,topic,44
19,topic,44
33,topic,44
43,topic,44
50,topic,44
57,topic,44
62,topic,44
78,topic,44
86,topic,44
90,topic,44
10,topic,45
11,topic,45
12,topic,45
44,topic,45
47,topic,45
55,topic,45
57,topic,45
60,topic,45
62,topic,45
75,topic,45
81,topic,45
94,topic,45
96,topic,45
22,topic,46
34,topic,46
43,topic,46
44,topic,46
53,topic,46
56,topic,46
59,topic,46
62,topic,46
66,topic,46
67,topic,46
95,topic,46
3,topic,47
7,topic,47
15,topic,47
27,topic,47
30,topic,47
36,topic,47
44,topic,47
51,topic,47
64,topic,47
66,topic,47
73,topic,47
74,topic,47
81,topic,47
93,topic,47
9,topic,48
24,topic,48
38,topic,48
60,topic,48
62,topic,48
63,topic,48
65,topic,48
69,topic,48
76,topic,48
5,topic,49
11,topic,49
14,topic,49
43,topic,49
51,topic,49
63,topic,49
64,topic,49
67,topic,49
70,topic,49
75,topic,49
90,topic,49
97,topic,49
0,topic,50
1,topic,50
2,topic,50
5,topic,50
8,topic,50
15,topic,50
23,topic,50
25,topic,50
27,topic,50
40,topic,50
41,topic,50
47,topic,50
52,topic,50
55,topic,50
57,topic,50
58,topic,50
68,topic,50
99,topic,50
5,topic,51
14,topic,51
20,topic,51
26,topic,51
41,topic,51
52,topic,51
60,topic,51
74,topic,51
76,topic,51
81,topic,51
86,topic,51
99,topic,51
1,topic,52
7,topic,52
22,topic,52
30,topic,52
37,topic,52
38,topic,52
74,topic,52
84,topic,52
86,topic,52
89,topic,52
94,topic,52
11,topic,53
18,topic,53
34,topic,53
35,topic,53
42,topic,53
51,topic,53
61,topic,53
67,topic,53
74,topic,53
80,topic,53
93,topic,53
10,topic,54
13,topic,54
32,topic,54
52,topic,54
73,topic,54
75,topic,54
80,topic,54
91,topic,54
92,topic,54
94,topic,54
9,topic,55
17,topic,55
26,topic,55
28,topic,55
59,topic,55
70,topic,55
73,topic,55
77,topic,55
78,topic,55
88,topic,55
98,topic,55
4,topic,56
37,topic,56
45,topic,56
65,topic,56
67,topic,56
76,topic,56
5,topic,57
12,topic,57
19,topic,57
21,topic,57
47,topic,57
49,topic,57
51,topic,57
54,topic,57
63,topic,57
68,topic,57
81,topic,57
85,topic,57
87,topic,57
89,topic,57
93,topic,57
94,topic,57
10,topic,58
12,topic,58
34,topic,58
42,topic,58
45,topic,58
53,topic,58
67,topic,58
70,topic,58
88,topic,58
3,topic,59
15,topic,59
34,topic,59
51,topic,59
85,topic,59
91,topic,59
0,topic,60
34,topic,60
35,topic,60
45,topic,60
60,topic,60
64,topic,60
67,topic,60
83,topic,60
85,topic,60
87,topic,60
88,topic,60
4,topic,61
16,topic,61
18,topic,61
43,topic,61
49,topic,61
50,topic,61
66,topic,61
70,topic,61
84,topic,61
88,topic,61
1,topic,62
8,topic,62
41,topic,62
83,topic,62
85,topic,62
86,topic,62
89,topic,62
6,topic,63
14,topic,63
20,topic,63
36,topic,63
41,topic,63
48,topic,63
63,topic,63
64,topic,63
81,topic,63
29,topic,64
32,topic,64
45,topic,64
48,topic,64
62,topic,64
73,topic,64
75,topic,64
87,topic,64
19,topic,65
37,topic,65
39,topic,65
43,topic,65
63,topic,65
84,topic,65
99,topic,65
2,topic,66
11,topic,66
34,topic,66
37,topic,66
38,topic,66
61,topic,66
72,topic,66
76,topic,66
77,topic,66
81,topic,66
84,topic,66
85,topic,66
97,topic,66
5,topic,67
11,topic,67
17,topic,67
19,topic,67
20,topic,67
27,topic,67
28,topic,67
30,topic,67
41,topic,67
48,topic,67
51,topic,67
52,topic,67
