user,topic,tick
8,topic,0
12,topic,0
13,topic,0
15,topic,0
26,topic,0
40,topic,0
69,topic,0
70,topic,0
74,topic,0
87,topic,0
9,topic,1
11,topic,1
12,topic,1
17,topic,1
19,topic,1
33,topic,1
47,topic,1
51,topic,1
55,topic,1
64,topic,1
71,topic,1
76,topic,1
96,topic,1
17,topic,2
31,topic,2
38,topic,2
59,topic,2
62,topic,2
83,topic,2
97,topic,2
0,topic,3
8,topic,3
16,topic,3
30,topic,3
43,topic,3
44,topic,3
61,topic,3
71,topic,3
7,topic,4
20,topic,4
23,topic,4
36,topic,4
42,topic,4
52,topic,4
59,topic,4
73,topic,4
83,topic,4
92,topic,4
98,topic,4
12,topic,5
15,topic,5
34,topic,5
59,topic,5
68,topic,5
86,topic,5
87,topic,5
95,topic,5
9,topic,6
10,topic,6
20,topic,6
23,topic,6
24,topic,6
35,topic,6
54,topic,6
57,topic,6
60,topic,6
69,topic,6
77,topic,6
2,topic,7
5,topic,7
7,topic,7
9,topic,7
10,topic,7
35,topic,7
38,topic,7
47,topic,7
63,topic,7
81,topic,7
83,topic,7
98,topic,7
4,topic,8
21,topic,8
26,topic,8
30,topic,8
33,topic,8
39,topic,8
46,topic,8
59,topic,8
74,topic,8
77,topic,8
78,topic,8
85,topic,8
99,topic,8
6,topic,9
7,topic,9
13,topic,9
20,topic,9
25,topic,9
27,topic,9
40,topic,9
49,topic,9
65,topic,9
71,topic,9
87,topic,9
6,topic,10
18,topic,10
21,topic,10
33,topic,10
34,topic,10
35,topic,10
36,topic,10
56,topic,10
57,topic,10
64,topic,10
70,topic,10
93,topic,10
94,topic,10
8,topic,11
14,topic,11
27,topic,11
39,topic,11
80,topic,11
81,topic,11
95,topic,11
6,topic,12
16,topic,12
30,topic,12
37,topic,12
38,topic,12
77,topic,12
91,topic,12
93,topic,12
15,topic,13
24,topic,13
27,topic,13
33,topic,13
35,topic,13
58,topic,13
74,topic,13
76,topic,13
78,topic,13
89,topic,13
5,topic,14
13,topic,14
17,topic,14
18,topic,14
29,topic,14
38,topic,14
40,topic,14
49,topic,14
52,topic,14
72,topic,14
75,topic,14
78,topic,14
80,topic,14
87,topic,14
91,topic,14
98,topic,14
3,topic,15
14,topic,15
25,topic,15
48,topic,15
49,topic,15
75,topic,15
79,topic,15
98,topic,15
6,topic,16
9,topic,16
11,topic,16
14,topic,16
38,topic,16
42,topic,16
56,topic,16
67,topic,16
85,topic,16
94,topic,16
8,topic,17
10,topic,17
12,topic,17
52,topic,17
54,topic,17
71,topic,17
74,topic,17
84,topic,17
93,topic,17
96,topic,17
16,topic,18
35,topic,18
43,topic,18
52,topic,18
54,topic,18
56,topic,18
66,topic,18
76,topic,18
90,topic,18
95,topic,18
12,topic,19
34,topic,19
39,topic,19
41,topic,19
44,topic,19
59,topic,19
62,topic,19
64,topic,19
76,topic,19
78,topic,19
84,topic,19
86,topic,19
97,topic,19
14,topic,20
15,topic,20
18,topic,20
42,topic,20
49,topic,20
74,topic,20
76,topic,20
89,topic,20
90,topic,20
4,topic,21
10,topic,21
17,topic,21
23,topic,21
35,topic,21
49,topic,21
51,topic,21
58,topic,21
97,topic,21
99,topic,21
23,topic,22
30,topic,22
33,topic,22
49,topic,22
52,topic,22
58,topic,22
61,topic,22
75,topic,22
78,topic,22
88,topic,22
97,topic,22
1,topic,23
4,topic,23
5,topic,23
11,topic,23
15,topic,23
17,topic,23
26,topic,23
31,topic,23
34,topic,23
45,topic,23
52,topic,23
68,topic,23
81,topic,23
84,topic,23
2,topic,24
17,topic,24
28,topic,24
29,topic,24
44,topic,24
50,topic,24
52,topic,24
67,topic,24
77,topic,24
83,topic,24
88,topic,24
1,topic,25
2,topic,25
30,topic,25
49,topic,25
50,topic,25
64,topic,25
70,topic,25
79,topic,25
81,topic,25
5,topic,26
16,topic,26
23,topic,26
42,topic,26
44,topic,26
50,topic,26
58,topic,26
59,topic,26
90,topic,26
91,topic,26
99,topic,26
17,topic,27
21,topic,27
23,topic,27
26,topic,27
27,topic,27
31,topic,27
32,topic,27
51,topic,27
76,topic,27
5,topic,28
15,topic,28
16,topic,28
17,topic,28
20,topic,28
25,topic,28
26,topic,28
29,topic,28
36,topic,28
39,topic,28
42,topic,28
46,topic,28
65,topic,28
70,topic,28
89,topic,28
1,topic,29
8,topic,29
10,topic,29
17,topic,29
24,topic,29
31,topic,29
66,topic,29
4,topic,30
14,topic,30
28,topic,30
39,topic,30
44,topic,30
52,topic,30
57,topic,30
81,topic,30
83,topic,30
84,topic,30
93,topic,30
4,topic,31
12,topic,31
15,topic,31
26,topic,31
33,topic,31
48,topic,31
61,topic,31
68,topic,31
74,topic,31
88,topic,31
93,topic,31
1,topic,32
3,topic,32
12,topic,32
25,topic,32
27,topic,32
28,topic,32
57,topic,32
61,topic,32
66,topic,32
82,topic,32
24,topic,33
31,topic,33
32,topic,33
44,topic,33
49,topic,33
93,topic,33
6,topic,34
7,topic,34
12,topic,34
15,topic,34
32,topic,34
33,topic,34
43,topic,34
47,topic,34
55,topic,34
58,topic,34
63,topic,34
67,topic,34
76,topic,34
78,topic,34
93,topic,34
97,topic,34
98,topic,34
40,topic,35
57,topic,35
69,topic,35
83,topic,35
86,topic,35
93,topic,35
3,topic,36
8,topic,36
9,topic,36
19,topic,36
37,topic,36
41,topic,36
49,topic,36
54,topic,36
76,topic,36
80,topic,36
85,topic,36
93,topic,36
12,topic,37
25,topic,37
36,topic,37
37,topic,37
61,topic,37
73,topic,37
75,topic,37
96,topic,37
98,topic,37
1,topic,38
9,topic,38
29,topic,38
31,topic,38
39,topic,38
51,topic,38
76,topic,38
79,topic,38
83,topic,38
7,topic,39
18,topic,39
34,topic,39
44,topic,39
68,topic,39
77,topic,39
92,topic,39
93,topic,39
96,topic,39
39,topic,40
45,topic,40
48,topic,40
49,topic,40
74,topic,40
79,topic,40
83,topic,40
93,topic,40
8,topic,41
14,topic,41
35,topic,41
40,topic,41
67,topic,41
84,topic,41
88,topic,41
0,topic,42
14,topic,42
22,topic,42
25,topic,42
51,topic,42
82,topic,42
6,topic,43
10,topic,43
12,topic,43
18,topic,43
22,topic,43
35,topic,43
43,topic,43
45,topic,43
53,topic,43
63,topic,43
64,topic,43
67,topic,43
69,topic,43
71,topic,43
76,topic,43
78,topic,43
79,topic,43
81,topic,43
87,topic,43
13,topic,44
19,topic,44
36,topic,44
38,topic,44
57,topic,44
75,topic,44
93,topic,44
98,topic,44
7,topic,45
13,topic,45
18,topic,45
24,topic,45
27,topic,45
28,topic,45
31,topic,45
46,topic,45
52,topic,45
55,topic,45
73,topic,45
82,topic,45
83,topic,45
87,topic,45
92,topic,45
93,topic,45
11,topic,46
14,topic,46
39,topic,46
49,topic,46
53,topic,46
66,topic,46
3,topic,47
27,topic,47
28,topic,47
50,topic,47
65,topic,47
75,topic,47
79,topic,47
80,topic,47
95,topic,47
96,topic,47
7,topic,48
14,topic,48
17,topic,48
47,topic,48
49,topic,48
52,topic,48
70,topic,48
81,topic,48
83,topic,48
86,topic,48
90,topic,48
15,topic,49
30,topic,49
38,topic,49
50,topic,49
55,topic,49
64,topic,49
66,topic,49
88,topic,49
93,topic,49
2,topic,50
7,topic,50
8,topic,50
38,topic,50
47,topic,50
53,topic,50
55,topic,50
58,topic,50
76,topic,50
82,topic,50
90,topic,50
95,topic,50
1,topic,51
3,topic,51
11,topic,51
13,topic,51
32,topic,51
33,topic,51
44,topic,51
49,topic,51
60,topic,51
98,topic,51
99,topic,51
8,topic,52
12,topic,52
14,topic,52
26,topic,52
29,topic,52
55,topic,52
58,topic,52
60,topic,52
64,topic,52
70,topic,52
79,topic,52
82,topic,52
96,topic,52
1,topic,53
15,topic,53
30,topic,53
33,topic,53
36,topic,53
49,topic,53
54,topic,53
58,topic,53
69,topic,53
73,topic,53
92,topic,53
3,topic,54
7,topic,54
13,topic,54
16,topic,54
37,topic,54
64,topic,54
69,topic,54
82,topic,54
84,topic,54
8,topic,55
29,topic,55
30,topic,55
46,topic,55
57,topic,55
79,topic,55
84,topic,55
89,topic,55
98,topic,55
99,topic,55
7,topic,56
9,topic,56
14,topic,56
56,topic,56
90,topic,56
97,topic,56
7,topic,57
17,topic,57
50,topic,57
51,topic,57
59,topic,57
62,topic,57
66,topic,57
76,topic,57
92,topic,57
99,topic,57
1,topic,58
3,topic,58
4,topic,58
9,topic,58
21,topic,58
37,topic,58
39,topic,58
78,topic,58
81,topic,58
85,topic,58
94,topic,58
7,topic,59
16,topic,59
17,topic,59
21,topic,59
51,topic,59
55,topic,59
56,topic,59
81,topic,59
88,topic,59
89,topic,59
1,topic,60
17,topic,60
18,topic,60
34,topic,60
62,topic,60
65,topic,60
69,topic,60
72,topic,60
79,topic,60
84,topic,60
9,topic,61
11,topic,61
12,topic,61
13,topic,61
18,topic,61
24,topic,61
52,topic,61
64,topic,61
68,topic,61
74,topic,61
82,topic,61
85,topic,61
96,topic,61
97,topic,61
17,topic,62
27,topic,62
42,topic,62
48,topic,62
66,topic,62
80,topic,62
84,topic,62
91,topic,62
5,topic,63
10,topic,63
61,topic,63
66,topic,63
81,topic,63
97,topic,63
11,topic,64
15,topic,64
28,topic,64
42,topic,64
43,topic,64
61,topic,64
69,topic,64
70,topic,64
87,topic,64
89,topic,64
6,topic,65
22,topic,65
23,topic,65
34,topic,65
68,topic,65
81,topic,65
90,topic,65
91,topic,65
97,topic,65
9,topic,66
14,topic,66
15,topic,66
19,topic,66
23,topic,66
29,topic,66
31,topic,66
38,topic,66
43,topic,66
45,topic,66
52,topic,66
53,topic,66
2,topic,67
10,topic,67
11,topic,67
16,topic,67
36,topic,67
44,topic,67
46,topic,67
48,topic,67
49,topic,67
52,topic,67
54,topic,67
56,topic,67
63,topic,67
65,topic,67
70,topic,67
81,topic,67
83,topic,67
87,topic,67
93,topic,67
10,topic,68
12,topic,68
13,topic,68
15,topic,68
53,topic,68
67,topic,68
77,topic,68
83,topic,68
93,topic,68
99,topic,68
0,topic,69
12,topic,69
20,topic,69
45,topic,69
50,topic,69
57,topic,69
58,topic,69
61,topic,69
65,topic,69
78,topic,69
98,topic,69
13,topic,70
15,topic,70
26,topic,70
36,topic,70
41,topic,70
44,topic,70
48,topic,70
57,topic,70
77,topic,70
87,topic,70
94,topic,70
99,topic,70
10,topic,71
19,topic,71
30,topic,71
39,topic,71
52,topic,71
55,topic,71
57,topic,71
64,topic,71
67,topic,71
74,topic,71
84,topic,71
97,topic,71
2,topic,72
17,topic,72
42,topic,72
61,topic,72
64,topic,72
65,topic,72
70,topic,72
77,topic,72
79,topic,72
1,topic,73
10,topic,73
12,topic,73
53,topic,73
65,topic,73
67,topic,73
69,topic,73
80,topic,73
84,topic,73
88,topic,73
99,topic,73
3,topic,74
9,topic,74
26,topic,74
49,topic,74
54,topic,74
56,topic,74
58,topic,74
67,topic,74
76,topic,74
82,topic,74
85,topic,74
91,topic,74
16,topic,75
49,topic,75
64,topic,75
89,topic,75
96,topic,75
16,topic,76
53,topic,76
55,topic,76
56,topic,76
75,topic,76
93,topic,76
98,topic,76
3,topic,77
9,topic,77
20,topic,77
52,topic,77
57,topic,77
67,topic,77
71,topic,77
89,topic,77
92,topic,77
17,topic,78
34,topic,78
50,topic,78
59,topic,78
60,topic,78
63,topic,78
64,topic,78
68,topic,78
76,topic,78
79,topic,78
84,topic,78
10,topic,79
19,topic,79
35,topic,79
36,topic,79
63,topic,79
76,topic,79
96,topic,79
3,topic,80
4,topic,80
8,topic,80
39,topic,80
44,topic,80
57,topic,80
66,topic,80
80,topic,80
83,topic,80
89,topic,80
1,topic,81
7,topic,81
14,topic,81
31,topic,81
45,topic,81
54,topic,81
55,topic,81
75,topic,81
82,topic,81
16,topic,82
39,topic,82
58,topic,82
61,topic,82
63,topic,82
65,topic,82
75,topic,82
84,topic,82
7,topic,83
11,topic,83
13,topic,83
22,topic,83
49,topic,83
57,topic,83
80,topic,83
90,topic,83
2,topic,84
3,topic,84
13,topic,84
43,topic,84
48,topic,84
51,topic,84
64,topic,84
69,topic,84
74,topic,84
76,topic,84
83,topic,84
90,topic,84
93,topic,84
0,topic,85
4,topic,85
8,topic,85
10,topic,85
23,topic,85
25,topic,85
38,topic,85
81,topic,85
95,topic,85
13,topic,86
35,topic,86
72,topic,86
91,topic,86
