user,topic,tick
0,topic,0
9,topic,0
11,topic,0
35,topic,0
50,topic,0
55,topic,0
67,topic,0
78,topic,0
85,topic,0
89,topic,0
57,topic,1
68,topic,1
81,topic,1
94,topic,1
97,topic,1
11,topic,2
26,topic,2
42,topic,2
45,topic,2
59,topic,2
79,topic,2
84,topic,2
96,topic,2
99,topic,2
3,topic,3
6,topic,3
13,topic,3
15,topic,3
44,topic,3
46,topic,3
47,topic,3
48,topic,3
60,topic,3
68,topic,3
85,topic,3
87,topic,3
96,topic,3
10,topic,4
20,topic,4
31,topic,4
43,topic,4
59,topic,4
66,topic,4
69,topic,4
71,topic,4
76,topic,4
77,topic,4
80,topic,4
81,topic,4
85,topic,4
88,topic,4
93,topic,4
33,topic,5
35,topic,5
46,topic,5
47,topic,5
92,topic,5
95,topic,5
1,topic,6
11,topic,6
12,topic,6
20,topic,6
29,topic,6
37,topic,6
46,topic,6
47,topic,6
48,topic,6
57,topic,6
89,topic,6
2,topic,7
3,topic,7
21,topic,7
28,topic,7
41,topic,7
76,topic,7
84,topic,7
4,topic,8
35,topic,8
38,topic,8
48,topic,8
59,topic,8
64,topic,8
71,topic,8
88,topic,8
98,topic,8
8,topic,9
24,topic,9
33,topic,9
40,topic,9
60,topic,9
67,topic,9
72,topic,9
77,topic,9
79,topic,9
81,topic,9
85,topic,9
93,topic,9
0,topic,10
15,topic,10
17,topic,10
33,topic,10
52,topic,10
59,topic,10
61,topic,10
76,topic,10
87,topic,10
89,topic,10
99,topic,10
22,topic,11
36,topic,11
56,topic,11
77,topic,11
82,topic,11
83,topic,11
85,topic,11
89,topic,11
96,topic,11
7,topic,12
8,topic,12
9,topic,12
22,topic,12
23,topic,12
24,topic,12
33,topic,12
47,topic,12
49,topic,12
50,topic,12
67,topic,12
76,topic,12
81,topic,12
95,topic,12
3,topic,13
11,topic,13
21,topic,13
31,topic,13
35,topic,13
38,topic,13
40,topic,13
41,topic,13
47,topic,13
57,topic,13
66,topic,13
83,topic,13
92,topic,13
16,topic,14
21,topic,14
44,topic,14
52,topic,14
72,topic,14
74,topic,14
20,topic,15
34,topic,15
45,topic,15
46,topic,15
53,topic,15
55,topic,15
56,topic,15
67,topic,15
71,topic,15
75,topic,15
82,topic,15
91,topic,15
96,topic,15
25,topic,16
56,topic,16
57,topic,16
63,topic,16
87,topic,16
2,topic,17
21,topic,17
30,topic,17
47,topic,17
51,topic,17
64,topic,17
74,topic,17
95,topic,17
97,topic,17
28,topic,18
53,topic,18
65,topic,18
79,topic,18
83,topic,18
90,topic,18
98,topic,18
5,topic,19
69,topic,19
85,topic,19
90,topic,19
17,topic,20
20,topic,20
46,topic,20
55,topic,20
60,topic,20
66,topic,20
69,topic,20
77,topic,20
85,topic,20
89,topic,20
91,topic,20
5,topic,21
10,topic,21
25,topic,21
34,topic,21
37,topic,21
53,topic,21
64,topic,21
87,topic,21
91,topic,21
30,topic,22
42,topic,22
43,topic,22
52,topic,22
92,topic,22
24,topic,23
33,topic,23
39,topic,23
43,topic,23
45,topic,23
51,topic,23
55,topic,23
59,topic,23
76,topic,23
87,topic,23
1,topic,24
4,topic,24
11,topic,24
12,topic,24
16,topic,24
27,topic,24
32,topic,24
39,topic,24
47,topic,24
62,topic,24
68,topic,24
73,topic,24
78,topic,24
85,topic,24
89,topic,24
12,topic,25
13,topic,25
26,topic,25
29,topic,25
50,topic,25
82,topic,25
85,topic,25
9,topic,26
16,topic,26
28,topic,26
41,topic,26
54,topic,26
70,topic,26
80,topic,26
86,topic,26
91,topic,26
10,topic,27
22,topic,27
28,topic,27
39,topic,27
65,topic,27
67,topic,27
76,topic,27
96,topic,27
98,topic,27
48,topic,28
52,topic,28
53,topic,28
61,topic,28
80,topic,28
85,topic,28
91,topic,28
96,topic,28
98,topic,28
8,topic,29
17,topic,29
26,topic,29
34,topic,29
40,topic,29
77,topic,29
5,topic,30
13,topic,30
27,topic,30
35,topic,30
43,topic,30
7,topic,31
30,topic,31
32,topic,31
40,topic,31
65,topic,31
73,topic,31
75,topic,31
83,topic,31
90,topic,31
2,topic,32
4,topic,32
7,topic,32
36,topic,32
41,topic,32
43,topic,32
49,topic,32
57,topic,32
66,topic,32
78,topic,32
98,topic,32
0,topic,33
5,topic,33
8,topic,33
14,topic,33
19,topic,33
34,topic,33
39,topic,33
42,topic,33
50,topic,33
57,topic,33
58,topic,33
62,topic,33
65,topic,33
71,topic,33
89,topic,33
92,topic,33
6,topic,34
12,topic,34
20,topic,34
65,topic,34
72,topic,34
86,topic,34
88,topic,34
92,topic,34
5,topic,35
16,topic,35
48,topic,35
52,topic,35
65,topic,35
69,topic,35
73,topic,35
74,topic,35
77,topic,35
94,topic,35
5,topic,36
11,topic,36
18,topic,36
21,topic,36
24,topic,36
56,topic,36
57,topic,36
63,topic,36
69,topic,36
83,topic,36
94,topic,36
99,topic,36
0,topic,37
3,topic,37
7,topic,37
8,topic,37
16,topic,37
48,topic,37
56,topic,37
68,topic,37
69,topic,37
85,topic,37
3,topic,38
10,topic,38
13,topic,38
17,topic,38
19,topic,38
29,topic,38
54,topic,38
67,topic,38
79,topic,38
91,topic,38
92,topic,38
8,topic,39
10,topic,39
12,topic,39
56,topic,39
60,topic,39
76,topic,39
92,topic,39
98,topic,39
99,topic,39
31,topic,40
41,topic,40
45,topic,40
57,topic,40
62,topic,40
91,topic,40
95,topic,40
1,topic,41
21,topic,41
39,topic,41
40,topic,41
41,topic,41
43,topic,41
45,topic,41
56,topic,41
63,topic,41
99,topic,41
23,topic,42
45,topic,42
47,topic,42
58,topic,42
63,topic,42
77,topic,42
82,topic,42
91,topic,42
96,topic,42
97,topic,42
37,topic,43
63,topic,43
79,topic,43
84,topic,43
0,topic,44
20,topic,44
61,topic,44
67,topic,44
75,topic,44
80,topic,44
84,topic,44
87,topic,44
93,topic,44
1,topic,45
6,topic,45
38,topic,45
58,topic,45
12,topic,46
20,topic,46
26,topic,46
28,topic,46
36,topic,46
40,topic,46
41,topic,46
48,topic,46
74,topic,46
81,topic,46
82,topic,46
2,topic,47
28,topic,47
56,topic,47
58,topic,47
75,topic,47
95,topic,47
10,topic,48
17,topic,48
18,topic,48
28,topic,48
51,topic,48
59,topic,48
60,topic,48
69,topic,48
71,topic,48
76,topic,48
83,topic,48
93,topic,48
97,topic,48
4,topic,49
8,topic,49
15,topic,49
38,topic,49
43,topic,49
48,topic,49
81,topic,49
90,topic,49
92,topic,49
0,topic,50
1,topic,50
11,topic,50
14,topic,50
16,topic,50
28,topic,50
34,topic,50
38,topic,50
40,topic,50
46,topic,50
56,topic,50
85,topic,50
86,topic,50
92,topic,50
13,topic,51
15,topic,51
42,topic,51
57,topic,51
79,topic,51
83,topic,51
90,topic,51
11,topic,52
19,topic,52
22,topic,52
33,topic,52
44,topic,52
46,topic,52
58,topic,52
72,topic,52
82,topic,52
92,topic,52
93,topic,52
98,topic,52
11,topic,53
19,topic,53
21,topic,53
26,topic,53
34,topic,53
39,topic,53
42,topic,53
56,topic,53
61,topic,53
66,topic,53
69,topic,53
71,topic,53
72,topic,53
75,topic,53
86,topic,53
4,topic,54
12,topic,54
23,topic,54
44,topic,54
58,topic,54
76,topic,54
94,topic,54
96,topic,54
0,topic,55
11,topic,55
18,topic,55
26,topic,55
34,topic,55
55,topic,55
56,topic,55
57,topic,55
67,topic,55
69,topic,55
96,topic,55
97,topic,55
4,topic,56
19,topic,56
32,topic,56
51,topic,56
59,topic,56
64,topic,56
99,topic,56
12,topic,57
25,topic,57
27,topic,57
39,topic,57
41,topic,57
43,topic,57
48,topic,57
50,topic,57
52,topic,57
55,topic,57
59,topic,57
82,topic,57
87,topic,57
25,topic,58
26,topic,58
43,topic,58
47,topic,58
59,topic,58
76,topic,58
89,topic,58
98,topic,58
4,topic,59
20,topic,59
30,topic,59
