user,topic,tick
15,topic,0
26,topic,0
39,topic,0
44,topic,0
62,topic,0
81,topic,0
82,topic,0
84,topic,0
90,topic,0
91,topic,0
93,topic,0
15,topic,1
18,topic,1
20,topic,1
22,topic,1
31,topic,1
53,topic,1
78,topic,1
7,topic,2
13,topic,2
19,topic,2
24,topic,2
34,topic,2
50,topic,2
75,topic,2
87,topic,2
89,topic,2
10,topic,3
15,topic,3
31,topic,3
48,topic,3
60,topic,3
64,topic,3
74,topic,3
79,topic,3
88,topic,3
95,topic,3
0,topic,4
17,topic,4
21,topic,4
39,topic,4
66,topic,4
73,topic,4
74,topic,4
80,topic,4
21,topic,5
55,topic,5
61,topic,5
65,topic,5
69,topic,5
87,topic,5
9,topic,6
26,topic,6
36,topic,6
73,topic,6
75,topic,6
83,topic,6
5,topic,7
8,topic,7
25,topic,7
31,topic,7
41,topic,7
48,topic,7
66,topic,7
72,topic,7
80,topic,7
95,topic,7
97,topic,7
99,topic,7
55,topic,8
67,topic,8
82,topic,8
85,topic,8
92,topic,8
96,topic,8
0,topic,9
21,topic,9
32,topic,9
48,topic,9
50,topic,9
62,topic,9
63,topic,9
71,topic,9
74,topic,9
86,topic,9
89,topic,9
94,topic,9
95,topic,9
9,topic,10
17,topic,10
18,topic,10
22,topic,10
68,topic,10
75,topic,10
90,topic,10
12,topic,11
28,topic,11
31,topic,11
32,topic,11
36,topic,11
41,topic,11
74,topic,11
85,topic,11
87,topic,11
93,topic,11
6,topic,12
25,topic,12
32,topic,12
42,topic,12
75,topic,12
84,topic,12
6,topic,13
18,topic,13
23,topic,13
24,topic,13
27,topic,13
31,topic,13
34,topic,13
51,topic,13
63,topic,13
68,topic,13
78,topic,13
90,topic,13
12,topic,14
29,topic,14
30,topic,14
41,topic,14
89,topic,14
98,topic,14
15,topic,15
28,topic,15
44,topic,15
74,topic,15
2,topic,16
8,topic,16
9,topic,16
12,topic,16
17,topic,16
19,topic,16
34,topic,16
50,topic,16
59,topic,16
67,topic,16
74,topic,16
87,topic,16
90,topic,16
95,topic,16
9,topic,17
16,topic,17
20,topic,17
26,topic,17
31,topic,17
51,topic,17
56,topic,17
59,topic,17
67,topic,17
81,topic,17
97,topic,17
7,topic,18
19,topic,18
50,topic,18
61,topic,18
65,topic,18
71,topic,18
17,topic,19
18,topic,19
36,topic,19
45,topic,19
53,topic,19
86,topic,19
7,topic,20
16,topic,20
33,topic,20
45,topic,20
87,topic,20
10,topic,21
63,topic,21
79,topic,21
89,topic,21
96,topic,21
29,topic,22
60,topic,22
61,topic,22
