user,topic,tick
15,topic,0
22,topic,0
53,topic,0
75,topic,0
85,topic,0
87,topic,0
0,topic,1
1,topic,1
8,topic,1
30,topic,1
42,topic,1
55,topic,1
57,topic,1
59,topic,1
87,topic,1
40,topic,2
60,topic,2
67,topic,2
76,topic,2
82,topic,2
94,topic,2
2,topic,3
6,topic,3
12,topic,3
13,topic,3
27,topic,3
47,topic,3
60,topic,3
92,topic,3
93,topic,3
5,topic,4
34,topic,4
35,topic,4
37,topic,4
48,topic,4
69,topic,4
88,topic,4
26,topic,5
58,topic,5
80,topic,5
82,topic,5
91,topic,5
21,topic,6
24,topic,6
27,topic,6
30,topic,6
32,topic,6
35,topic,6
43,topic,6
71,topic,6
86,topic,6
89,topic,6
91,topic,6
94,topic,6
95,topic,6
3,topic,7
4,topic,7
26,topic,7
30,topic,7
36,topic,7
78,topic,7
83,topic,7
88,topic,7
5,topic,8
27,topic,8
29,topic,8
41,topic,8
54,topic,8
57,topic,8
87,topic,8
90,topic,8
6,topic,9
10,topic,9
16,topic,9
25,topic,9
29,topic,9
34,topic,9
38,topic,9
53,topic,9
56,topic,9
58,topic,9
65,topic,9
16,topic,10
19,topic,10
43,topic,10
52,topic,10
66,topic,10
72,topic,10
85,topic,10
91,topic,10
92,topic,10
95,topic,10
0,topic,11
38,topic,11
42,topic,11
43,topic,11
48,topic,11
70,topic,11
71,topic,11
75,topic,11
86,topic,11
1,topic,12
8,topic,12
27,topic,12
39,topic,12
45,topic,12
50,topic,12
58,topic,12
69,topic,12
71,topic,12
74,topic,12
81,topic,12
83,topic,12
89,topic,12
90,topic,12
8,topic,13
10,topic,13
15,topic,13
17,topic,13
32,topic,13
43,topic,13
50,topic,13
54,topic,13
74,topic,13
75,topic,13
77,topic,13
90,topic,13
2,topic,14
58,topic,14
82,topic,14
88,topic,14
89,topic,14
94,topic,14
5,topic,15
18,topic,15
48,topic,15
53,topic,15
61,topic,15
64,topic,15
78,topic,15
81,topic,15
93,topic,15
0,topic,16
28,topic,16
60,topic,16
69,topic,16
70,topic,16
76,topic,16
85,topic,16
92,topic,16
3,topic,17
7,topic,17
18,topic,17
21,topic,17
41,topic,17
43,topic,17
44,topic,17
47,topic,17
86,topic,17
88,topic,17
99,topic,17
4,topic,18
6,topic,18
7,topic,18
14,topic,18
34,topic,18
48,topic,18
72,topic,18
80,topic,18
84,topic,18
3,topic,19
23,topic,19
25,topic,19
63,topic,19
81,topic,19
95,topic,19
6,topic,20
7,topic,20
20,topic,20
22,topic,20
31,topic,20
68,topic,20
16,topic,21
28,topic,21
54,topic,21
65,topic,21
72,topic,21
81,topic,21
83,topic,21
90,topic,21
92,topic,21
94,topic,21
97,topic,21
13,topic,22
36,topic,22
37,topic,22
39,topic,22
44,topic,22
61,topic,22
68,topic,22
71,topic,22
74,topic,22
84,topic,22
87,topic,22
4,topic,23
5,topic,23
8,topic,23
28,topic,23
44,topic,23
52,topic,23
61,topic,23
78,topic,23
80,topic,23
85,topic,23
10,topic,24
42,topic,24
45,topic,24
46,topic,24
68,topic,24
92,topic,24
95,topic,24
96,topic,24
2,topic,25
15,topic,25
42,topic,25
50,topic,25
76,topic,25
82,topic,25
91,topic,25
99,topic,25
25,topic,26
36,topic,26
38,topic,26
63,topic,26
93,topic,26
7,topic,27
11,topic,27
14,topic,27
56,topic,27
59,topic,27
69,topic,27
73,topic,27
88,topic,27
92,topic,27
16,topic,28
22,topic,28
26,topic,28
61,topic,28
63,topic,28
78,topic,28
91,topic,28
96,topic,28
22,topic,29
48,topic,29
57,topic,29
60,topic,29
63,topic,29
74,topic,29
76,topic,29
93,topic,29
94,topic,29
4,topic,30
40,topic,30
45,topic,30
51,topic,30
59,topic,30
61,topic,30
67,topic,30
71,topic,30
82,topic,30
87,topic,30
88,topic,30
3,topic,31
18,topic,31
30,topic,31
41,topic,31
45,topic,31
46,topic,31
57,topic,31
60,topic,31
66,topic,31
82,topic,31
99,topic,31
1,topic,32
8,topic,32
12,topic,32
13,topic,32
18,topic,32
34,topic,32
35,topic,32
42,topic,32
56,topic,32
58,topic,32
60,topic,32
71,topic,32
74,topic,32
76,topic,32
92,topic,32
97,topic,32
0,topic,33
4,topic,33
26,topic,33
29,topic,33
34,topic,33
35,topic,33
37,topic,33
60,topic,33
63,topic,33
64,topic,33
73,topic,33
74,topic,33
91,topic,33
17,topic,34
23,topic,34
29,topic,34
43,topic,34
84,topic,34
15,topic,35
21,topic,35
29,topic,35
63,topic,35
94,topic,35
39,topic,36
43,topic,36
45,topic,36
54,topic,36
71,topic,36
73,topic,36
92,topic,36
0,topic,37
3,topic,37
10,topic,37
44,topic,37
47,topic,37
51,topic,37
54,topic,37
67,topic,37
71,topic,37
74,topic,37
88,topic,37
91,topic,37
6,topic,38
10,topic,38
14,topic,38
25,topic,38
28,topic,38
