user,topic,tick
20,topic,0
24,topic,0
30,topic,0
65,topic,0
66,topic,0
3,topic,1
4,topic,1
19,topic,1
28,topic,1
45,topic,1
78,topic,1
83,topic,1
89,topic,1
94,topic,1
96,topic,1
1,topic,2
35,topic,2
40,topic,2
41,topic,2
45,topic,2
49,topic,2
67,topic,2
79,topic,2
93,topic,2
9,topic,3
42,topic,3
66,topic,3
69,topic,3
76,topic,3
79,topic,3
89,topic,3
7,topic,4
9,topic,4
32,topic,4
34,topic,4
38,topic,4
49,topic,4
53,topic,4
58,topic,4
73,topic,4
75,topic,4
81,topic,4
87,topic,4
92,topic,4
5,topic,5
8,topic,5
10,topic,5
36,topic,5
38,topic,5
40,topic,5
49,topic,5
51,topic,5
53,topic,5
60,topic,5
63,topic,5
69,topic,5
80,topic,5
17,topic,6
20,topic,6
24,topic,6
25,topic,6
26,topic,6
27,topic,6
29,topic,6
44,topic,6
49,topic,6
54,topic,6
63,topic,6
69,topic,6
76,topic,6
93,topic,6
16,topic,7
37,topic,7
45,topic,7
50,topic,7
73,topic,7
75,topic,7
76,topic,7
82,topic,7
97,topic,7
29,topic,8
41,topic,8
44,topic,8
61,topic,8
64,topic,8
66,topic,8
68,topic,8
81,topic,8
95,topic,8
7,topic,9
8,topic,9
11,topic,9
12,topic,9
17,topic,9
33,topic,9
46,topic,9
51,topic,9
56,topic,9
63,topic,9
70,topic,9
74,topic,9
84,topic,9
0,topic,10
4,topic,10
27,topic,10
29,topic,10
40,topic,10
42,topic,10
46,topic,10
62,topic,10
70,topic,10
99,topic,10
13,topic,11
14,topic,11
50,topic,11
61,topic,11
63,topic,11
68,topic,11
71,topic,11
84,topic,11
1,topic,12
2,topic,12
11,topic,12
12,topic,12
25,topic,12
43,topic,12
49,topic,12
67,topic,12
68,topic,12
70,topic,12
89,topic,12
92,topic,12
98,topic,12
6,topic,13
20,topic,13
25,topic,13
29,topic,13
33,topic,13
52,topic,13
76,topic,13
83,topic,13
94,topic,13
6,topic,14
8,topic,14
15,topic,14
20,topic,14
26,topic,14
48,topic,14
50,topic,14
55,topic,14
57,topic,14
64,topic,14
88,topic,14
94,topic,14
96,topic,14
12,topic,15
18,topic,15
25,topic,15
33,topic,15
37,topic,15
48,topic,15
54,topic,15
69,topic,15
70,topic,15
3,topic,16
6,topic,16
16,topic,16
24,topic,16
26,topic,16
31,topic,16
59,topic,16
64,topic,16
71,topic,16
75,topic,16
95,topic,16
6,topic,17
8,topic,17
9,topic,17
12,topic,17
20,topic,17
28,topic,17
34,topic,17
39,topic,17
64,topic,17
83,topic,17
85,topic,17
86,topic,17
97,topic,17
99,topic,17
2,topic,18
3,topic,18
24,topic,18
31,topic,18
34,topic,18
39,topic,18
46,topic,18
62,topic,18
63,topic,18
70,topic,18
76,topic,18
90,topic,18
17,topic,19
26,topic,19
31,topic,19
32,topic,19
33,topic,19
39,topic,19
43,topic,19
44,topic,19
95,topic,19
18,topic,20
23,topic,20
46,topic,20
52,topic,20
