Privacy,Public Transportation,Iran,tick,user
-8.505888742323362,8.651105358178945,2.1820059060918666,0.0,0.0
6.4372661030190095,8.659216920521807,6.646597072912609,0.0,1.0
4.048597193118081,-4.497886125849513,-1.5519671654530782,0.0,2.0
9.809485825138577,-0.8784281363772592,2.026403008766218,0.0,3.0
-1.8385928207050881,7.5393864646382305,7.8729918218598165,0.0,4.0
5.358131842402493,7.240018214886792,2.825038326751903,0.0,5.0
-0.59406028311823,-4.326740770809733,1.9762020635517636,0.0,6.0
-0.4083547893819972,-7.561010726858224,7.703450699702902,0.0,7.0
-2.1944470359040835,-5.541452219352769,5.257347054658839,0.0,8.0
4.451311317128919,3.2629090135106598,0.5110118360433837,0.0,9.0
1.6504378487383171,9.890244016500045,-7.6809601938578,0.0,10.0
-2.9304965384728483,-8.194021376013296,0.3736771654663311,0.0,11.0
-1.1168250859556395,9.885320032133858,-1.23528157087323,0.0,12.0
8.11427326254218,-3.3380177361978554,-8.300391690634918,0.0,13.0
-2.280500199137185,4.4632776421363545,1.449379127573465,0.0,14.0
8.197370824559805,-7.897027999959496,5.829688530278647,0.0,15.0
6.377093168407768,-9.570251174099656,1.5908605935185953,0.0,16.0
4.36609262529722,-7.388940832714173,8.379521648845454,0.0,17.0
3.6211855058112246,1.4416484253086992,4.017410201464688,0.0,18.0
2.622100452850596,0.03725623379333243,-7.116904183692445,0.0,19.0
-4.489265768724153,-3.3094392019784085,5.641591168472672,0.0,20.0
-6.550399043794317,4.503161143982702,9.243660534995463,0.0,21.0
3.1890522505981025,-2.600213414856835,-3.6461888631655404,0.0,22.0
-9.285839983254467,4.422033108689849,-2.1818245269709236,0.0,23.0
8.272874792774243,-3.000300841785064,-5.4852540216198005,0.0,24.0
7.995923544441418,-2.398103782665764,-3.1105278127271525,0.0,25.0
7.3904731919373425,6.974067631637972,0.6165505141998295,0.0,26.0
7.731558387926015,-0.18310117717595098,6.386449162949699,0.0,27.0
6.555925202083234,6.075935771667105,-0.25747323105042597,0.0,28.0
3.266794901450048,-3.367941287649483,0.4454662897476922,0.0,29.0
7.5886891181633445,-6.442995579294362,4.530950827932736,0.0,30.0
-5.071198144059917,-7.8654103593425155,-2.3505002614302484,0.0,31.0
-8.506492203588792,-8.495220724665543,-8.65777463269769,0.0,32.0
3.7870933655879746,-7.7939847780890315,1.813965845333616,0.0,33.0
8.886272518274566,9.727534835715176,-9.858294476626554,0.0,34.0
6.27188860175578,3.319965957345092,8.16448370557492,0.0,35.0
9.399042822789482,6.927587943352272,-6.493772777007112,0.0,36.0
-8.46266867522595,1.7303797873665765,0.06790797340402221,0.0,37.0
7.572044183753533,8.171975573508725,-8.249905947297258,0.0,38.0
-2.7345255675973013,4.642222289312992,-8.783345616263302,0.0,39.0
2.7972725763589885,-6.51265226476869,-9.099276247079223,0.0,40.0
-4.538864570392935,-2.324183413806349,3.0433214105757873,0.0,41.0
-6.952321775193977,-8.89569631769978,-6.678309990535192,0.0,42.0
-7.5995062122959105,1.8099982607803113,7.6851343568395905,0.0,43.0
5.269909261540921,4.41051462321707,3.0630182990180383,0.0,44.0
2.1963695557870793,7.70297415587838,-7.6022595401515485,0.0,45.0
-6.841403727002897,-7.677503318680889,9.13335360020534,0.0,46.0
0.8333542044352491,1.6526374676271054,-5.604643345726483,0.0,47.0
-9.259722891921328,-6.838451554963283,4.121208366869517,0.0,48.0
-0.5409940013667036,1.4989306637500004,0.3698752332679778,0.0,49.0
0.6604991677432288,-1.7942496389101983,-3.366207372814369,0.0,50.0
-4.374695992817815,1.4136506601931575,-5.7374087638794595,0.0,51.0
-9.945668095531834,-8.037249700047283,-2.1017207053315046,0.0,52.0
-0.9148835563104711,-9.790976634454129,-8.669399218299178,0.0,53.0
4.9026171872408515,-1.4279894276661054,-8.114047276374984,0.0,54.0
-0.29303926212309506,4.780159424038317,3.6303347426458252,0.0,55.0
-9.839383194150146,-3.466716532147709,-9.912695723531197,0.0,56.0
-9.532420781084184,-4.581765759442815,-5.471538835714325,0.0,57.0
8.881325506471502,9.634097183732194,-2.0747486911219966,0.0,58.0
3.1260193402403473,2.979783649612953,5.1450283060547,0.0,59.0
4.650707675640575,2.0812324766896957,7.7627801738336615,0.0,60.0
-3.7395373735581705,-8.328345084976323,-8.789496529859814,0.0,61.0
2.8343441509098373,-0.5286614305995574,8.199125396213972,0.0,62.0
-9.413518269370464,1.2341111574151835,3.9219130853969695,0.0,63.0
-8.83289289724967,-0.8550794960675852,0.37502036368519853,0.0,64.0
-0.473791684500684,7.888261474363656,3.889212717055564,0.0,65.0
7.255275151158212,0.40856319096802807,-7.927126894368659,0.0,66.0
1.3011497620008488,-5.710299440341409,-4.250058632704407,0.0,67.0
-8.587810298889675,3.149543764906186,2.4241173090235364,0.0,68.0
-7.515855632067194,-3.951395476016055,-1.063580442934903,0.0,69.0
7.925893798964083,9.694463050345682,-2.1796293326746436,0.0,70.0
-8.245288897703922,9.914154648518483,-3.094587235632358,0.0,71.0
6.121602438265096,9.265491221186391,8.21260443440282,0.0,72.0
-9.55817201052614,-5.024578991059599,8.408751918710148,0.0,73.0
